year,sex,top1_name,top1_count,top1_pct,top10_names
2006,M,Jacob,24867,1.210002924404864,Jacob|Michael|Joshua|Ethan|Matthew|Daniel|Andrew|Christopher|Anthony|William
2006,F,Emily,21411,1.1262604743644369,Emily|Emma|Madison|Isabella|Ava|Abigail|Olivia|Hannah|Sophia|Samantha
2007,M,Jacob,24308,1.171337222049551,Jacob|Michael|Ethan|Joshua|Daniel|Christopher|Anthony|William|Matthew|Andrew
2007,F,Emily,19366,1.0073614474877863,Emily|Isabella|Emma|Ava|Madison|Sophia|Olivia|Abigail|Hannah|Elizabeth
2008,M,Jacob,22622,1.1089503795931952,Jacob|Michael|Ethan|Joshua|Daniel|Alexander|Anthony|William|Christopher|Matthew
2008,F,Emma,18826,0.995706393021064,Emma|Isabella|Emily|Olivia|Ava|Madison|Sophia|Abigail|Elizabeth|Chloe
2009,M,Jacob,21202,1.0690236751281321,Jacob|Ethan|Michael|Alexander|William|Joshua|Daniel|Jayden|Noah|Christopher
2009,F,Isabella,22319,1.215056046426802,Isabella|Emma|Olivia|Sophia|Ava|Emily|Madison|Abigail|Chloe|Mia
2010,M,Jacob,22154,1.1548092901837563,Jacob|Ethan|Michael|Jayden|William|Alexander|Noah|Daniel|Aiden|Anthony
2010,F,Isabella,22935,1.2904209523627335,Isabella|Sophia|Emma|Olivia|Ava|Emily|Abigail|Madison|Chloe|Mia
2011,M,Jacob,20401,1.0743090530324573,Jacob|Mason|William|Jayden|Noah|Michael|Ethan|Alexander|Aiden|Daniel
2011,F,Sophia,21861,1.2429469116513265,Sophia|Isabella|Emma|Olivia|Ava|Emily|Abigail|Madison|Mia|Chloe
2012,M,Jacob,19104,1.0072629012060896,Jacob|Mason|Ethan|Noah|William|Liam|Michael|Jayden|Alexander|Aiden
2012,F,Sophia,22335,1.2684993031347012,Sophia|Emma|Isabella|Olivia|Ava|Emily|Abigail|Mia|Madison|Elizabeth
2013,M,Noah,18287,0.9669245907741635,Noah|Jacob|Liam|Mason|William|Ethan|Michael|Alexander|Jayden|Daniel
2013,F,Sophia,21253,1.2114023322900596,Sophia|Emma|Olivia|Isabella|Ava|Mia|Emily|Abigail|Madison|Elizabeth
2014,M,Noah,19338,1.006957263417375,Noah|Liam|Mason|Jacob|William|Ethan|Michael|Alexander|James|Daniel
2014,F,Emma,20962,1.1737256129415539,Emma|Olivia|Sophia|Isabella|Ava|Mia|Emily|Abigail|Madison|Charlotte
2015,M,Noah,19678,1.0268972132145044,Noah|Liam|Mason|Jacob|William|Ethan|James|Alexander|Michael|Benjamin
2015,F,Emma,20485,1.1478415423942119,Emma|Olivia|Sophia|Ava|Isabella|Mia|Abigail|Emily|Charlotte|Harper
2016,M,Noah,19187,1.011327159355053,Noah|Liam|William|Mason|James|Benjamin|Jacob|Michael|Elijah|Ethan
2016,F,Emma,19548,1.1034791090879532,Emma|Olivia|Ava|Sophia|Isabella|Mia|Charlotte|Abigail|Emily|Amelia
2017,M,Liam,18865,1.0195550275979737,Liam|Noah|William|James|Logan|Benjamin|Mason|Elijah|Jacob|Oliver
2017,F,Emma,19870,1.1512980639419472,Emma|Olivia|Ava|Isabella|Sophia|Mia|Charlotte|Amelia|Evelyn|Abigail
2018,M,Liam,19974,1.1002091465970576,Liam|Noah|William|James|Oliver|Benjamin|Elijah|Lucas|Mason|Logan
2018,F,Emma,18818,1.1066651611598048,Emma|Olivia|Ava|Isabella|Sophia|Charlotte|Mia|Amelia|Harper|Evelyn
2019,M,Liam,20622,1.149907910342647,Liam|Noah|Oliver|William|Elijah|James|Benjamin|Lucas|Mason|Alexander
2019,F,Olivia,18569,1.1068973492642937,Olivia|Emma|Ava|Sophia|Isabella|Charlotte|Amelia|Mia|Harper|Evelyn
2020,M,Liam,19858,1.1511450293177359,Liam|Noah|Oliver|Elijah|William|James|Benjamin|Lucas|Henry|Alexander
2020,F,Olivia,17682,1.0945136897776062,Olivia|Emma|Ava|Charlotte|Sophia|Amelia|Isabella|Mia|Evelyn|Harper
2021,M,Liam,20407,1.167290247260526,Liam|Noah|Oliver|Elijah|James|William|Benjamin|Lucas|Henry|Theodore
2021,F,Olivia,17841,1.0880569270701195,Olivia|Emma|Charlotte|Amelia|Ava|Sophia|Isabella|Mia|Evelyn|Harper
2022,M,Liam,20563,1.1788189796563007,Liam|Noah|Oliver|James|Elijah|William|Henry|Lucas|Benjamin|Theodore
2022,F,Olivia,16654,1.0162549534343608,Olivia|Emma|Charlotte|Amelia|Sophia|Isabella|Ava|Mia|Evelyn|Luna
2023,M,Liam,20886,1.2224393652867254,Liam|Noah|Oliver|James|Elijah|Mateo|Theodore|Henry|Lucas|William
2023,F,Olivia,15313,0.9554829672198147,Olivia|Emma|Charlotte|Amelia|Sophia|Mia|Isabella|Ava|Evelyn|Luna
2024,M,Liam,22164,1.2921256936780634,Liam|Noah|Oliver|Theodore|James|Henry|Mateo|Elijah|Lucas|William
2024,F,Olivia,14718,0.9123549146162754,Olivia|Emma|Amelia|Charlotte|Mia|Sophia|Isabella|Evelyn|Ava|Sofia
