id,school_name,city,lat,lon,ndvi_mean,greenery_index_ndvi_nlcd,percent_eligible_frpm_k12,frpm_quartile_label,marker_color
43695916047963,Edith Landels Elementary,Mountain View,37.388743,-122.07055,0.3799742595728789,0.7828521596036285,0.211,0-25%,#617c61
43695916047971,Amy Imai Elementary,Mountain View,37.375266,-122.07434,0.3092369083767474,0.5914855670451673,0.111,0-25%,#7a8e7a
43695916047989,Isaac Newton Graham Middle,Mountain View,37.381793,-122.086,0.2796609812106817,0.5912531844813013,0.263,25-50%,#849584
43695916048003,Mariano Castro Elementary,Mountain View,37.394025,-122.09204,0.3564492587874456,0.6690944333459631,0.8270000000000001,75-100%,#6a826a
43695916049464,Stevenson Elementary,Mountain View,37.403342,-122.08432,0.2866376378378593,0.5099630910335021,0.134,0-25%,#819481
43695916049472,Crittenden Middle,Mountain View,37.412214,-122.08588,0.2325627062123074,0.4096657773590741,0.237,0-25%,#94a194
43695916049480,Monta Loma Elementary,Mountain View,37.408196,-122.09807,0.3625583252529532,0.6527259653355107,0.295,25-50%,#678067
43695916049514,Theuerkauf Elementary,Mountain View,37.405889,-122.08497,0.3207648443648789,0.5705898143531825,0.386,25-50%,#768b76
43696094334116,Los Altos High,Los Altos,37.384992,-122.10918,0.3236840683463699,0.637591426514278,0.165,0-25%,#758a75
43696094334728,Mountain View High,Mountain View,37.358192,-122.06863,0.36278475671491,0.6364274305489671,0.127,0-25%,#678067
43696176048037,August Boeger Middle,San Jose,37.347153,-121.80143,0.1932900198855056,0.3219723718041652,0.8190000000000001,75-100%,#a1aba1
43696176048060,Mt. Pleasant Elementary,San Jose,37.354085,-121.81104,0.2601458861528086,0.4166341881937396,0.797,75-100%,#8b9a8b
43696176048078,Robert Sanders Elementary,San Jose,37.351574,-121.80177,0.2848673092989784,0.4093660297045179,0.7859999999999999,75-100%,#829482
43696176067227,Valle Vista Elementary,San Jose,37.346613,-121.79994,0.2346079166305559,0.3576787743999652,0.657,50-75%,#93a193
43696256048086,Anderson (Alex) Elementary,San Jose,37.24674,-121.81194,0.2443317378025185,0.4657684388165544,0.5589999999999999,50-75%,#909e90
43696256048094,Davis (Caroline) Intermediate,San Jose,37.266422,-121.81192,0.2924790690255983,0.54526202561913,0.618,50-75%,#7f927f
43696256048102,Christopher Elementary,San Jose,37.279388,-121.81761,0.2458964387099602,0.4320272459576569,0.639,50-75%,#8f9e8f
43696256048110,Frost (Earl) Elementary,San Jose,37.247514,-121.83706,0.2003180434396479,0.374923102851328,0.332,25-50%,#9faa9f
43696256048128,Edenvale Elementary,San Jose,37.26157,-121.80265,0.2531689576075344,0.4079766289832449,0.6809999999999999,50-75%,#8d9c8d
43696256048177,Stipe (Samuel) Elementary,San Jose,37.271339,-121.80652,0.2312002790523095,0.3722987544135266,0.606,50-75%,#94a294
43696256067243,Santa Teresa Elementary,San Jose,37.234751,-121.7959,0.2668346743214012,0.4648893920163318,0.29,25-50%,#889988
43696256068167,Herman (Leonard) Intermediate,San Jose,37.239738,-121.83975,0.2345554659587954,0.4210790054584929,0.311,25-50%,#93a193
43696256072144,Sakamoto Elementary,San Jose,37.230822,-121.83919,0.3180572345638821,0.5510191891440949,0.266,25-50%,#778c77
43696256072151,Del Roble Elementary,San Jose,37.256532,-121.83565,0.3230249926019614,0.5147677223739279,0.419,25-50%,#758a75
43696256072177,Bernal Intermediate,San Jose,37.227088,-121.79097,0.3548197538042354,0.5272649667848626,0.419,25-50%,#6a826a
43696256088306,Oak Ridge Elementary,San Jose,37.241059,-121.82115,0.2326983520472483,0.4092875574883426,0.345,25-50%,#94a194
43696256093066,Parkview Elementary,San Jose,37.271595,-121.84578,0.314174822191086,0.5454037252698006,0.645,50-75%,#788d78
43696256095400,Baldwin (Julia) Elementary,San Jose,37.224098,-121.78423,0.3326126467692396,0.6114959911576466,0.351,25-50%,#728872
43696256097430,Taylor (Bertha) Elementary,San Jose,37.231017,-121.80809,0.2589287133936888,0.4427300225378507,0.241,0-25%,#8b9b8b
43696256099451,Hayes Elementary,San Jose,37.261806,-121.82651,0.2555202679510919,0.4825709889788174,0.564,50-75%,#8c9b8c
43696256116081,Ledesma (Rita) Elementary,San Jose,37.242642,-121.76267,0.2442901667397152,0.4743502700936559,0.35,25-50%,#909e90
43696336048185,Orchard Elementary,San Jose,37.388461,-121.9002,0.1770976016360306,0.3090397849098826,0.501,50-75%,#a7afa7
43696414332904,Henry M. Gunn High,Palo Alto,37.399966,-122.13179,0.4575304762150954,0.7587732146333123,0.1169999999999999,0-25%,#476847
43696414335782,Palo Alto High,Palo Alto,37.437857,-122.15779,0.2238498822630594,0.4233342258393482,0.133,0-25%,#97a497
43696416048193,Addison Elementary,Palo Alto,37.446187,-122.15111,0.3811531513171214,0.6959663287815281,0.172,0-25%,#617c61
43696416048201,Herbert Hoover Elementary,Palo Alto,37.418279,-122.11344,0.2396454498617687,0.4919145021952547,0.067,0-25%,#92a092
43696416048235,El Carmelo Elementary,Palo Alto,37.425802,-122.13034,0.3106033074762683,0.5256838068782301,0.184,0-25%,#798d79
43696416048243,Ohlone Elementary,Palo Alto,37.439596,-122.12383,0.2943633238392236,0.5270565831185824,0.084,0-25%,#7f927f
43696416048268,Fairmeadow Elementary,Palo Alto,37.422224,-122.11843,0.3215032417843428,0.580355211487332,0.122,0-25%,#768b76
43696416048292,Duveneck Elementary,Palo Alto,37.449945,-122.13482,0.3622832045538403,0.6724300385017871,0.136,0-25%,#688068
43696416048300,Greendell,Palo Alto,37.417325,-122.10565,0.3153952778410926,0.625852953154147,0.077,0-25%,#788c78
43696416048326,Juana Briones Elementary,Palo Alto,37.408634,-122.1319,0.5013199708127384,0.929255752020007,0.108,0-25%,#385d38
43696416048359,Palo Verde Elementary,Palo Alto,37.431406,-122.11369,0.32510534909872,0.5481714982311198,0.126,0-25%,#748a74
43696416048375,Packard Children's Hospital/Stanford,Palo Alto,37.437362,-122.17484,0.2505930150153063,0.4696359924250904,0.2,0-25%,#8e9d8e
43696416048409,Walter Hays Elementary,Palo Alto,37.4424,-122.14356,0.4213452669469922,0.843510948480977,0.17,0-25%,#537153
43696416060065,Frank S. Greene Jr. Middle,Palo Alto,37.439277,-122.13483,0.3770471746834741,0.7711326334526353,0.1689999999999999,0-25%,#627d62
43696416060081,Jane Lathrop Stanford Middle,Palo Alto,37.422025,-122.11881,0.3049867893141219,0.5495662717044311,0.107,0-25%,#7b8f7b
43696416115562,Barron Park Elementary,Palo Alto,37.412612,-122.13642,0.3875432154245825,0.7003850804364516,0.299,25-50%,#5f7a5f
43696416118707,Ellen Fletcher Middle,Palo Alto,37.404638,-122.12726,0.3354307941996841,0.6920826924487886,0.136,0-25%,#718771
43696664330080,Gunderson High,San Jose,37.258238,-121.85269,0.3357016922013666,0.5294361698005389,0.546,50-75%,#718771
43696664333522,Leland High,San Jose,37.220338,-121.84737,0.479704419935784,0.8644480285184338,0.113,0-25%,#3f623f
43696664333795,Abraham Lincoln High,San Jose,37.329212,-121.92388,0.3309563756616397,0.6052489115999479,0.562,50-75%,#728872
43696664335949,Pioneer High,San Jose,37.247184,-121.88445,0.316849621973009,0.6129664859184314,0.308,25-50%,#778c77
43696664337200,San Jose High,San Jose,37.350457,-121.87122,0.205417265307671,0.3584285420130369,0.6990000000000001,50-75%,#9da89d
43696664338950,Willow Glen High,San Jose,37.291588,-121.8964,0.3373093704022643,0.6195137317469283,0.3879999999999999,25-50%,#708770
43696666048417,Allen at Steinbeck,San Jose,37.247281,-121.85641,0.3318264501423869,0.6568599392146433,0.69,50-75%,#728872
43696666048425,Almaden Elementary,San Jose,37.250931,-121.88411,0.2258967668560889,0.4068917329767655,0.718,50-75%,#96a396
43696666048433,Anne Darling Elementary,San Jose,37.356596,-121.86446,0.2149861002463559,0.4013666400270256,0.731,50-75%,#9aa69a
43696666048474,Booksin Elementary,San Jose,37.288713,-121.90714,0.3437522229478727,0.604554606045015,0.119,0-25%,#6e856e
43696666048490,Canoas Elementary,San Jose,37.284721,-121.87654,0.3379534340477648,0.6176479176684025,0.716,50-75%,#708670
43696666048516,Empire Gardens Elementary,San Jose,37.354642,-121.87616,0.3110616347277216,0.5380037352804082,0.706,50-75%,#798d79
43696666048532,Gardner Elementary,San Jose,37.321387,-121.89641,0.2417755815544809,0.4721992230380084,0.701,50-75%,#919f91
43696666048540,Grant Elementary,San Jose,37.351639,-121.88858,0.2470193967154736,0.4869949539829348,0.6970000000000001,50-75%,#8f9e8f
43696666048565,Hammer Montessori at Galarza Elementary,San Jose,37.303525,-121.88686,0.4270209152037074,0.7234383034232276,0.201,0-25%,#517051
43696666048599,Horace Mann Elementary,San Jose,37.33998,-121.88486,0.2450916808699663,0.4437529445225747,0.7440000000000001,50-75%,#909e90
